t;v
1.535;-0.05
1.540;-0.05
1.545;-0.03
1.550;-0.05
1.555;-0.05
1.560;-0.03
1.565;-0.05
1.570;-0.05
1.575;-0.06
1.580;-0.05
1.585;-0.05
1.590;-0.05
1.595;-0.06
1.600;-0.06
1.605;-0.06
1.610;-0.05
1.615;-0.06
1.620;-0.06
1.625;-0.05
1.630;-0.06
1.635;-0.06
1.640;-0.05
1.645;-0.06
1.650;-0.06
1.655;-0.05
1.660;-0.06
1.665;-0.06
1.670;-0.05
1.675;-0.05
1.680;-0.05
1.685;-0.08
1.690;-0.06
1.695;-0.06
1.700;-0.05
1.705;-0.05
1.710;-0.05
1.715;-0.05
1.720;-0.06
1.725;-0.05
1.730;-0.06
1.735;-0.05
1.740;-0.06
1.745;-0.06
1.750;-0.06
1.755;-0.06
1.760;-0.06
1.765;-0.05
1.770;-0.06
1.775;-0.08
1.780;-0.06
1.785;-0.08
1.790;-0.06
1.795;-0.08
1.800;-0.06
1.805;-0.08
1.810;0.79
1.815;2.73
1.820;4.33
1.825;5.63
1.830;6.66
1.835;7.51
1.840;8.17
1.845;8.73
1.850;9.18
1.855;9.53
1.860;9.87
1.865;10.10
1.870;10.32
1.875;10.50
1.880;10.63
1.885;10.74
1.890;10.85
1.895;10.93
1.900;10.96
1.905;11.01
1.910;11.08
1.915;11.12
1.920;11.14
1.925;11.17
1.930;11.17
1.935;11.20
1.940;11.24
1.945;11.25
1.950;11.25
1.955;11.25
1.960;11.28
1.965;11.28
1.970;11.28
1.975;11.27
1.980;11.27
1.985;11.28
1.990;11.30
1.995;11.32
2.000;11.33
2.005;11.32
2.010;11.32
2.015;11.30
2.020;11.33
2.025;11.32
2.030;11.33
2.035;11.32
2.040;11.32
2.045;11.32
2.050;11.33
2.055;11.33
2.060;11.35
2.065;11.33
2.070;11.33
2.075;11.33
2.080;11.35
2.085;11.35
2.090;11.33
2.095;11.35
2.100;11.35
2.105;11.33
2.110;11.33
2.115;11.33
2.120;11.35
2.125;11.35
2.130;11.35
2.135;11.33
2.140;11.35
2.145;11.35
2.150;11.33
2.155;11.35
2.160;11.36
2.165;11.33
2.170;11.35
2.175;11.33
2.180;11.35
2.185;11.33
2.190;11.33
2.195;11.33
2.200;11.32
2.205;11.33
2.210;11.35
2.215;11.33
2.220;11.35
2.225;11.35
2.230;11.35
2.235;11.35
2.240;11.35
2.245;11.35
2.250;11.33
2.255;11.36
2.260;11.35
2.265;11.35
2.270;11.35
2.275;11.36
2.280;11.36
2.285;11.36
2.290;11.36
2.295;11.33
2.300;11.35
2.305;11.36
2.310;11.35
2.315;11.33
2.320;11.35
2.325;11.33
2.330;11.35
2.335;11.35
2.340;11.35
2.345;11.36
2.350;11.36
2.355;11.36
2.360;11.36
2.365;11.36
2.370;11.35
2.375;11.33
2.380;11.33
2.385;11.33
2.390;11.32
2.395;11.36
2.400;11.35
2.405;11.33
2.410;11.32
2.415;11.32
2.420;11.32
2.425;11.35
2.430;11.35
2.435;11.36
2.440;11.36
2.445;11.35
2.450;11.35
2.455;11.36
2.460;11.35
2.465;11.35
2.470;11.33
2.475;11.35
2.480;11.35
2.485;11.35
2.490;11.36
2.495;11.36
2.500;11.35
2.505;11.35
2.510;11.35
2.515;11.35
2.520;11.36
2.525;11.35
2.530;11.33
2.535;11.36
2.540;11.36
2.545;11.33
2.550;11.35
2.555;11.36
2.560;11.36
2.565;11.36
2.570;11.35
2.575;11.35
2.580;11.35
2.585;11.33
2.590;11.35
2.595;11.35
2.600;11.33
2.605;11.36
2.610;11.35
2.615;11.36
2.620;11.36
2.625;11.36
2.630;11.36
2.635;11.36
2.640;11.33
2.645;11.32
2.650;11.35
2.655;11.36
2.660;11.32
2.665;11.35
2.670;11.35
2.675;11.33
2.680;11.33
2.685;11.35
2.690;11.35
2.695;11.36
2.700;11.36
2.705;11.33
2.710;11.35
2.715;11.35
2.720;11.35
2.725;11.38
2.730;11.35
2.735;11.35
2.740;11.35
2.745;11.36
2.750;11.33
2.755;11.33
2.760;11.33
2.765;11.36
2.770;11.36
2.775;11.35
2.780;11.38
2.785;11.35
2.790;11.35
2.795;11.38
2.800;11.36
2.805;11.36
2.810;11.35
2.815;11.38
2.820;11.38
2.825;11.38
2.830;11.38
2.835;11.36
2.840;11.36
2.845;11.36
2.850;11.36
2.855;11.35
2.860;11.35
2.865;11.35
2.870;11.35
2.875;11.36
2.880;11.35
2.885;11.36
2.890;11.35
2.895;11.36
2.900;11.36
2.905;11.38
2.910;11.38
2.915;11.38
2.920;11.38
2.925;11.35
2.930;11.35
2.935;11.35
2.940;11.36
2.945;11.35
2.950;11.35
2.955;11.33
2.960;11.35
2.965;11.35
2.970;11.35
2.975;11.36
2.980;11.36
2.985;11.36
2.990;11.36
2.995;11.36
3.000;11.36
3.005;11.35
3.010;11.36
3.015;11.36
3.020;11.38
3.025;11.36
3.030;11.36
3.035;11.36
3.040;11.36
3.045;11.36
3.050;11.36
3.055;11.36
3.060;11.35
3.065;11.38
3.070;11.36
3.075;11.35
3.080;11.35
3.085;11.35
3.090;11.35
3.095;11.30
3.100;11.35
3.105;11.36
3.110;11.35
3.115;11.35
3.120;11.36
3.125;11.36
3.130;11.35
3.135;11.33
3.140;11.33
3.145;11.33
3.150;11.33
3.155;11.33
3.160;11.35
3.165;11.35
3.170;11.35
3.175;11.30
3.180;11.33
3.185;11.35
3.190;11.35
3.195;11.38
3.200;11.35
3.205;11.33
3.210;11.35
3.215;11.35
3.220;11.33
3.225;11.33
3.230;11.32
3.235;11.32
3.240;11.35
3.245;11.35
3.250;11.33
3.255;11.36
3.260;11.36
3.265;11.35
3.270;11.35
3.275;11.33
3.280;11.35
3.285;11.35
3.290;11.38
3.295;11.35
3.300;11.33
3.305;11.35
3.310;11.36
3.315;11.36
3.320;11.32
3.325;11.33
3.330;11.35
3.335;11.33
3.340;11.35
3.345;11.35
3.350;11.33
3.355;11.33
3.360;11.35
3.365;11.33
3.370;11.35
3.375;11.35
3.380;11.33
3.385;11.35
3.390;11.35
3.395;11.40
3.400;11.38
3.405;11.38
3.410;11.38
3.415;11.35
3.420;11.36
3.425;11.36
3.430;11.35
3.435;11.35
3.440;11.35
3.445;11.36
3.450;11.38
3.455;11.35
3.460;11.35
3.465;11.33
3.470;11.35
3.475;11.35
3.480;11.33
3.485;11.35
3.490;11.35
3.495;11.36
3.500;11.36
3.505;11.36
3.510;11.36
3.515;11.36
3.520;11.36
3.525;11.33
3.530;11.36
3.535;11.35
3.540;11.36
3.545;11.36
3.550;11.36
3.555;11.33
3.560;11.35
3.565;11.35
3.570;11.36
3.575;11.33
3.580;11.33
3.585;11.33
3.590;11.36
3.595;11.36
3.600;11.36
3.605;11.36
3.610;11.35
3.615;11.35
3.620;11.35
3.625;11.35
3.630;11.35
3.635;11.35
3.640;11.33
3.645;11.35
3.650;11.33
3.655;11.35
3.660;11.35
3.665;11.35
3.670;11.36
3.675;11.35
3.680;11.36
3.685;11.36
3.690;11.36
3.695;11.35
3.700;11.36
3.705;11.35
3.710;11.35
3.715;11.35
3.720;11.35
3.725;11.35
3.730;11.36
3.735;11.36
3.740;11.36
3.745;11.36
3.750;11.36
3.755;11.35
3.760;11.32
3.765;11.36
3.770;11.36
3.775;11.35
3.780;11.33
3.785;11.35
3.790;11.35
3.795;11.35
3.800;11.36
3.805;11.35
3.810;11.35
3.815;11.36
3.820;11.35
3.825;11.36
3.830;11.36
3.835;11.36
3.840;11.36
3.845;11.36
3.850;11.36
3.855;11.35
3.860;11.36
3.865;11.36
3.870;11.35
3.875;11.35
3.880;11.35
3.885;11.36
3.890;11.35
3.895;11.33
3.900;11.33
3.905;11.33
3.910;11.33
3.915;11.35
3.920;11.35
3.925;11.35
3.930;11.35
3.935;11.35
3.940;11.35
3.945;11.36
3.950;11.35
3.955;11.33
3.960;11.35
3.965;11.35
3.970;11.36
3.975;11.36
3.980;11.35
3.985;11.35
3.990;11.35
3.995;11.33
4.000;11.33
4.005;11.33
4.010;11.33
4.015;11.33
4.020;11.33
4.025;11.33
4.030;11.33
4.035;11.33
4.040;11.35
4.045;11.35
4.050;11.36
4.055;11.36
4.060;11.36
4.065;11.38
4.070;11.35
4.075;11.36
4.080;11.35
4.085;11.35
4.090;11.38
4.095;11.35
4.100;11.36
4.105;11.35
4.110;11.35
4.115;11.36
4.120;11.38
4.125;11.38
4.130;11.38
4.135;11.36
4.140;11.36
4.145;11.35
4.150;11.38
4.155;11.38
4.160;11.36
4.165;11.35
4.170;11.35
4.175;11.36
4.180;11.38
4.185;11.36
4.190;11.35
4.195;11.36
4.200;11.35
4.205;11.38
4.210;11.36
4.215;11.36
4.220;11.33
4.225;11.38
4.230;11.36
4.235;11.36
4.240;11.36
4.245;11.36
4.250;11.38
4.255;11.36
4.260;11.38
4.265;11.36
4.270;11.38
4.275;11.35
4.280;11.38
4.285;11.36
4.290;11.36
4.295;11.36
4.300;11.35
4.305;11.36
4.310;11.35
4.315;11.35
4.320;11.36
4.325;11.35
4.330;11.35
4.335;11.36
4.340;11.35
4.345;11.36
4.350;11.35
4.355;11.35
4.360;11.36
4.365;11.35
4.370;11.38
4.375;11.38
4.380;11.38
4.385;11.36
4.390;11.36
4.395;11.36
4.400;11.36
4.405;11.38
4.410;11.38
4.415;11.36
4.420;11.38
4.425;11.36
4.430;11.35
4.435;11.35
4.440;11.36
4.445;11.36
4.450;11.36
4.455;11.35
4.460;11.35
4.465;11.38
4.470;11.38
4.475;11.38
4.480;11.35
4.485;11.36
4.490;11.35
4.495;11.36
4.500;11.35
4.505;11.36
4.510;11.36
4.515;11.36
4.520;11.35
4.525;11.35
4.530;11.36
4.535;11.38
4.540;11.36
4.545;11.36
4.550;11.36
4.555;11.35
4.560;11.36
4.565;11.35
4.570;11.35
4.575;11.36
4.580;11.35
4.585;11.36
4.590;11.36
4.595;11.36
4.600;11.35
4.605;11.35
4.610;11.36
4.615;11.33
4.620;11.36
4.625;11.36
4.630;11.35
4.635;11.35
4.640;11.35
4.645;11.35
4.650;11.35
4.655;11.35
4.660;11.35
4.665;11.36
4.670;11.36
4.675;11.36
4.680;11.33
4.685;11.30
4.690;11.32
4.695;11.35
4.700;11.36
4.705;11.36
4.710;11.38
4.715;11.35
4.720;11.35
4.725;11.36
4.730;11.33
4.735;11.36
4.740;11.35
4.745;11.36
4.750;11.35
4.755;11.35
4.760;11.33
4.765;11.36
4.770;11.36
4.775;11.36
4.780;11.33
4.785;11.35
4.790;11.35
4.795;11.35
4.800;11.35
4.805;11.35
4.810;11.33
4.815;11.36
4.820;11.36
4.825;11.38
4.830;11.35
4.835;11.32
4.840;11.32
4.845;11.33
4.850;11.36
4.855;11.36
4.860;11.35
4.865;11.27
4.870;9.71
4.875;7.87
4.880;6.36
4.885;5.15
4.890;4.19
4.895;3.42
4.900;2.78
4.905;2.26
4.910;1.85
4.915;1.52
4.920;1.22
4.925;1.01
4.930;0.82
4.935;0.67
4.940;0.55
4.945;0.45
4.950;0.39
4.955;0.30
4.960;0.26
4.965;0.21
4.970;0.18
4.975;0.14
4.980;0.11
4.985;0.10
4.990;0.06
4.995;0.05
5.000;0.03
5.005;0.02
5.010;0.00
5.015;0.02
5.020;0.00
5.025;0.02
5.030;-0.02
5.035;0.00
5.040;0.00
5.045;0.00
5.050;-0.02
5.055;-0.02
5.060;0.00
5.065;-0.02
5.070;-0.03
5.075;-0.02
5.080;-0.03
5.085;-0.03
5.090;-0.03
5.095;-0.03
5.100;-0.02
5.105;-0.03
5.110;-0.05
5.115;-0.02
5.120;-0.05
5.125;-0.05
5.130;-0.05
5.135;-0.03
5.140;-0.02
5.145;-0.05
5.150;-0.03
5.155;-0.03
5.160;-0.05
5.165;-0.03
5.170;-0.03
5.175;-0.03
5.180;-0.06
5.185;-0.06
5.190;-0.05
5.195;-0.05
5.200;-0.05
5.205;-0.03
5.210;-0.05
5.215;-0.05
5.220;-0.05
5.225;-0.05
5.230;-0.05
5.235;-0.05
5.240;-0.05
5.245;-0.03
5.250;-0.05
5.255;-0.05
5.260;-0.03
5.265;-0.05
5.270;-0.05
5.275;-0.05
5.280;-0.05
5.285;-0.05
5.290;-0.05
5.295;-0.06
5.300;-0.05
5.305;-0.05
5.310;-0.03
5.315;-0.05
5.320;-0.06
5.325;-0.05
5.330;-0.05
5.335;-0.08
5.340;-0.06
5.345;-0.05
5.350;-0.05
5.355;-0.08
5.360;-0.06
5.365;-0.06
5.370;-0.08
5.375;-0.08
5.380;-0.05
5.385;-0.06
5.390;-0.03
5.395;-0.08
5.400;-0.06
5.405;-0.06
5.410;-0.05
5.415;-0.06
5.420;-0.06
5.425;-0.06
5.430;-0.08
5.435;-0.06
5.440;-0.06
5.445;-0.06
5.450;-0.06
5.455;-0.05
5.460;-0.06
5.465;-0.05
5.470;-0.06
5.475;-0.06
5.480;-0.06
5.485;-0.05
5.490;-0.06
5.495;-0.05
5.500;-0.05
5.505;-0.06
5.510;-0.06
5.515;-0.05
5.520;-0.06
5.525;-0.06
5.530;-0.06
5.535;-0.06
5.540;-0.06
5.545;-0.08
5.550;-0.08
5.555;-0.08
5.560;-0.06
5.565;-0.06
5.570;-0.06
5.575;-0.06
5.580;-0.06
5.585;-0.06
5.590;-0.05
5.595;-0.06
5.600;-0.06
5.605;-0.06
5.610;-0.06
5.615;-0.06
5.620;-0.08
5.625;-0.06
5.630;-0.05
5.635;-0.06
5.640;-0.05
5.645;-0.05
5.650;-0.05
5.655;-0.08
5.660;-0.08
5.665;-0.06
5.670;-0.08
5.675;-0.06
5.680;-0.06
5.685;-0.06
5.690;-0.06
5.695;-0.06
5.700;-0.06
5.705;-0.06
5.710;-0.05
5.715;-0.06
5.720;-0.05
5.725;-0.05
5.730;-0.05
5.735;-0.05
5.740;-0.06
5.745;-0.05
5.750;-0.06
5.755;-0.05
5.760;-0.05
5.765;-0.05
5.770;-0.05
5.775;-0.05
5.780;-0.03
5.785;-0.05
5.790;-0.08
5.795;-0.05
5.800;-0.05
5.805;-0.05
5.810;-0.05
5.815;-0.05
5.820;-0.06
5.825;-0.05
5.830;-0.06
5.835;-0.05
5.840;-0.08
5.845;-0.06
5.850;-0.06
5.855;-0.06
5.860;-0.06
5.865;-0.05
5.870;-0.05
5.875;-0.05
5.880;-0.05
5.885;-0.06
5.890;-0.05
5.895;-0.06
5.900;-0.06
5.905;-0.05
5.910;-0.06
5.915;-0.06
5.920;-0.05
5.925;-0.06
5.930;-0.08
5.935;-0.08
5.940;-0.03
5.945;-0.05
5.950;-0.06
5.955;-0.06
5.960;-0.06
5.965;-0.08
5.970;-0.06
5.975;-0.06
5.980;-0.08
5.985;-0.08
5.990;-0.08
5.995;-0.06
6.000;-0.05
6.005;-0.06
6.010;-0.08
6.015;-0.06
6.020;-0.05
6.025;-0.06
6.030;-0.06
6.035;-0.05
6.040;-0.05
6.045;-0.06
6.050;-0.06
6.055;-0.05
6.060;-0.06
6.065;-0.08
6.070;-0.06
6.075;-0.08
6.080;-0.05
6.085;-0.06
6.090;-0.06
6.095;-0.05
6.100;-0.05
6.105;-0.03
6.110;-0.05
6.115;-0.06
6.120;-0.08
6.125;-0.08
6.130;-0.06
6.135;-0.06
6.140;-0.05
6.145;-0.06
6.150;-0.06
6.155;-0.08
6.160;-0.06
6.165;-0.06
6.170;-0.08
6.175;-0.06
6.180;-0.08
6.185;-0.06
6.190;-0.06
6.195;-0.08
6.200;-0.10
6.205;-0.06
6.210;-0.05
6.215;-0.05
6.220;-0.06
6.225;-0.05
6.230;-0.08
6.235;-0.06
6.240;-0.08
6.245;-0.10
6.250;-0.08
6.255;-0.08
6.260;-0.08
6.265;-0.08
6.270;-0.06
6.275;-0.06
6.280;-0.08
6.285;-0.06
6.290;-0.08
6.295;-0.06
6.300;-0.06
6.305;-0.06
6.310;-0.06
6.315;-0.06
6.320;-0.05
6.325;-0.05
6.330;-0.05
6.335;-0.06
6.340;-0.08
6.345;-0.06
6.350;-0.06
6.355;-0.06
6.360;-0.05
6.365;-0.06
6.370;-0.08
6.375;-0.06
6.380;-0.08
6.385;-0.06
6.390;-0.06
6.395;-0.06
6.400;-0.06
6.405;-0.06
6.410;-0.06
6.415;-0.06
6.420;-0.06
6.425;-0.08
6.430;-0.06
6.435;-0.06
6.440;-0.06
6.445;-0.08
6.450;-0.08
6.455;-0.06
6.460;-0.08
6.465;-0.06
6.470;-0.08
6.475;-0.06
6.480;-0.08
6.485;-0.06
6.490;-0.06
6.495;-0.08
6.500;-0.06
6.505;-0.06
6.510;-0.06
6.515;-0.06
6.520;-0.05
6.525;-0.06
6.530;-0.08
6.535;-0.06
6.540;-0.08
6.545;-0.10
6.550;-0.08
6.555;-0.08
6.560;-0.08
6.565;-0.08
6.570;-0.06
6.575;-0.08
6.580;-0.05
6.585;-0.08
6.590;-0.08
6.595;-0.08
6.600;-0.08
6.605;-0.06
6.610;-0.06
6.615;-0.06
6.620;-0.06
6.625;-0.08
6.630;-0.08
6.635;-0.06
6.640;-0.08
6.645;-0.05
6.650;-0.06
6.655;-0.10
6.660;-0.06
6.665;-0.06
6.670;-0.06
6.675;-0.06
6.680;-0.05
6.685;-0.08
6.690;-0.06
6.695;-0.06
6.700;-0.06
6.705;-0.06
6.710;-0.05
6.715;-0.06
6.720;-0.08
6.725;-0.06
6.730;-0.06
6.735;-0.05
6.740;-0.05
6.745;-0.06
6.750;-0.06
6.755;-0.05
6.760;-0.05
6.765;-0.06
6.770;-0.06
6.775;-0.06
6.780;-0.06
6.785;-0.06
6.790;-0.05
6.795;-0.06
6.800;-0.06
6.805;-0.08
6.810;-0.08
6.815;-0.05
6.820;-0.06
6.825;-0.06
6.830;-0.06
6.835;-0.08
6.840;-0.08
6.845;-0.06
6.850;-0.08
6.855;-0.08
6.860;-0.06
6.865;-0.08
6.870;-0.06
6.875;-0.08
6.880;-0.06
6.885;-0.08
6.890;-0.05
6.895;-0.05
6.900;-0.08
6.905;-0.05
6.910;-0.08
6.915;-0.08
6.920;-0.06
6.925;-0.06
6.930;-0.06
6.935;-0.06
6.940;-0.05
6.945;-0.06
6.950;-0.06
6.955;-0.08
6.960;-0.08
6.965;-0.06
6.970;-0.06
6.975;-0.06
6.980;-0.10
6.985;-0.10
6.990;-0.08
6.995;-0.06
7.000;-0.06
7.005;-0.06
7.010;-0.06
7.015;-0.06
7.020;-0.06
7.025;-0.06
7.030;-0.06
7.035;-0.06
7.040;-0.08
7.045;-0.06
7.050;-0.06
7.055;-0.06
7.060;-0.05
7.065;-0.08
7.070;-0.08
7.075;-0.06
7.080;-0.06
7.085;-0.08
7.090;-0.06
7.095;-0.08
7.100;-0.08
7.105;-0.06
7.110;-0.08
7.115;-0.08
7.120;-0.05
7.125;-0.08
7.130;-0.08
7.135;-0.05
7.140;-0.05
7.145;-0.05
7.150;-0.06
7.155;-0.06
7.160;-0.05
7.165;-0.05
7.170;-0.06
7.175;-0.06
7.180;-0.08
7.185;-0.08
7.190;-0.06
7.195;-0.05
7.200;-0.08
7.205;-0.10
7.210;-0.10
7.215;-0.08
7.220;-0.06
7.225;-0.05
7.230;-0.08
7.235;-0.08
7.240;-0.06
7.245;-0.06
7.250;-0.06
7.255;-0.08
7.260;-0.06
7.265;-0.06
7.270;-0.06
7.275;-0.10
7.280;-0.05
7.285;-0.06
7.290;-0.06
7.295;-0.06
7.300;-0.06
7.305;-0.08
7.310;-0.08
7.315;-0.08
7.320;-0.08
7.325;-0.05
7.330;-0.06
7.335;-0.05
7.340;-0.08
7.345;-0.06
7.350;-0.06
7.355;-0.08
7.360;-0.06
7.365;-0.06
7.370;-0.06
7.375;-0.06
7.380;-0.08
7.385;-0.06
7.390;-0.06
7.395;-0.06
7.400;-0.06
7.405;-0.05
7.410;-0.05
7.415;-0.06
7.420;-0.05
7.425;-0.06
7.430;-0.06
7.435;-0.06
7.440;-0.05
7.445;-0.03
7.450;-0.05
7.455;-0.05
7.460;-0.08
7.465;-0.06
7.470;-0.06
7.475;-0.08
7.480;-0.08
7.485;-0.08
7.490;-0.08
7.495;-0.06
7.500;-0.06
7.505;-0.08
7.510;-0.08
7.515;-0.10
7.520;-0.08
7.525;-0.08
7.530;-0.08
7.535;-0.06
7.540;-0.08
7.545;-0.06
7.550;-0.08
7.555;-0.08
7.560;-0.06
7.565;-0.08
7.570;-0.06
7.575;-0.08
7.580;-0.08
7.585;-0.06
7.590;-0.06
7.595;-0.08
7.600;-0.06
7.605;-0.06
7.610;-0.06
7.615;-0.06
7.620;-0.06
7.625;-0.06
7.630;-0.06
7.635;-0.05
7.640;-0.05
7.645;-0.05
7.650;-0.06
7.655;-0.06
7.660;-0.06
7.665;-0.06
7.670;-0.06
7.675;-0.06
7.680;-0.08
7.685;-0.08
7.690;-0.08
7.695;-0.06
7.700;-0.05
7.705;-0.06
7.710;-0.06
7.715;-0.08
7.720;-0.05
7.725;-0.06
7.730;-0.05
7.735;-0.06
7.740;0.64
7.745;2.58
7.750;4.22
7.755;5.54
7.760;6.61
7.765;7.48
7.770;8.20
7.775;8.75
7.780;9.21
7.785;9.61
7.790;9.92
7.795;10.16
7.800;10.37
7.805;10.55
7.810;10.69
7.815;10.80
7.820;10.88
7.825;10.95
7.830;11.03
7.835;11.08
7.840;11.12
7.845;11.17
7.850;11.19
7.855;11.20
7.860;11.22
7.865;11.24
7.870;11.27
7.875;11.27
7.880;11.27
7.885;11.27
7.890;11.32
7.895;11.30
7.900;11.32
7.905;11.30
7.910;11.32
7.915;11.32
7.920;11.33
7.925;11.32
7.930;11.32
7.935;11.33
7.940;11.32
7.945;11.32
7.950;11.33
7.955;11.32
7.960;11.32
7.965;11.33
7.970;11.33
7.975;11.33
7.980;11.33
7.985;11.35
7.990;11.35
7.995;11.33
8.000;11.33
8.005;11.30
8.010;11.32
8.015;11.33
8.020;11.33
8.025;11.33
8.030;11.33
8.035;11.33
8.040;11.33
8.045;11.33
8.050;11.33
8.055;11.35
8.060;11.33
8.065;11.33
8.070;11.33
8.075;11.32
8.080;11.33
8.085;11.33
8.090;11.33
8.095;11.32
8.100;11.32
8.105;11.33
8.110;11.33
8.115;11.33
8.120;11.33
8.125;11.35
8.130;11.35
8.135;11.32
8.140;11.32
8.145;11.33
8.150;11.35
8.155;11.36
8.160;11.33
8.165;11.35
8.170;11.33
8.175;11.35
